"id";"Titulo";"anoLetivo";"avaliacaoProposta";"coorientador";"dataEstado";"dataProposta";"descricao";"entidade";"estado";"idGrupo";"idtfc";"motivoRecusa";"numeroInscricoes";"orientador";"orientadorProposto";"preponente";"semestre";"tecnologias"
274;Aplicação para a Gestão de uma Junta de Freguesia;"2022";;;"2022-10-07";"2022-10-07";"As Juntas de Freguesia desempenham um papel de relevo e de proximidade com os seus residentes. Face às inúmeras solicitações que recebem têm dificuldades em responder a todas as solicitações recebidas.
Pretende desenvolver-se um site onde os residentes possam aceder a informação da Junta, fazer pedidos, comunicar situações e ocorrências facilitando e permitindo a otimização de recursos";;Publicado;;DEISI274;;0;p2;;p2;0;
275;Gestão de inventârio com base de dados dinâmica;"2022";;;"2022-10-07";"2022-10-07";"Este TFC tem dois objectivos:
- Comparar modelos relacional com abordagem NoSQL para o uso com modelos de dados dinâmicos (não estruturados)
- Desenvolver solução de inventârio como aplicação dos resultados do estudo comparativo
A trabalho deverâ estudar vârias abordagens de dados utilizando ferramentas comuns de mercado (MySQL/MariaDB; MongoDB; Redis) para explorar formas distintas de trabalhar dados em ambiente empresarial";;Publicado;;DEISI275;;1;p2703;;p2703;0;
276;Autenticação SSO;"2022";;;"2022-10-07";"2022-10-07";"Reformulação de solução existente de gestão académica, integrando com ferramenta SSO de autenticação baseada em cloud (AzureAD; Amazon Cognito; Okta; etc.)
A solução a desenvolver deverâ permitir autenticação de ferramentas de terceiros";83;Anulado;;DEISI276;;0;p2703;;p2703;0;
277;Gestão de distribuição alimentar;"2022";;;"2022-10-07";"2022-10-07";"Desenvolvimento e solução Web para suporte a instituições que efectuam distribuição alimentar no âmbito de apoio à comunidade
A solução deverâ fazer gestão de existências, aplicar regras de distribuição e manter históricos. Existe componente importante de protecção de dados pessoais
Solução deverâ se desenvolvida em modelo web ou cloud, com interface intuitiva e leve e garantir facilidade de distribuição (ambiente Docker)
Linguagem de desenvolvimento e SGBD a definir ";83;Publicado;;DEISI277;;0;p2703;;p2703;0;
278;ULHT Control Panel;"2022";;;"2022-10-07";"2022-10-07";Aplicação web com o objetivo de facilitar a atribuição de horârios e marcações de salas, fazendo com que os horârios deixem de ser feitos de uma maneira pouco prâtica e complexa e no fundo se comece a realizar estas tarefas numa única plataforma que atualiza as informações automaticamente online.;;Publicado;;DEISI278;;0;p6115;;p6115;0;
279;VetOn - Aplicação mobile e web para Hospital Veterinârio da Lusófona.;"2022";;;"2022-10-07";"2022-10-07";Este projeto tem como objetivo o desenvolvimento de uma aplicação mobile e web que permita agilizar, de uma forma organizada e simples, qualquer serviço prestado pelo Hospital Veterinârio da Lusófona. ;;Publicado;;DEISI279;;0;p6115;;p6115;0;
280;Aplicação móvel para gestão de Personal Trainers;"2022";;;"2022-10-07";"2022-10-07";"A aplicação a ser desenvolvida destina-se à gestão de clientes de um personal trainer, com possibilidade visualização e edição de horârios, notificações para os clientes, acompanhamento online, especificação de treinos, criação de eventos, pagamentos, feed de noticias, entre outras.

A aplicação tem como cliente final um personal trainer certificado que irâ supervisionar e validar as funcionalidades a serem desenvolvidas.";84;Publicado;;DEISI280;;0;p5932;;p5932;0;
281;Aplicação blockchain para ârea de saúde;"2022";;;"2022-10-07";"2022-10-07";A Blockchain proposta inicialmente permite que os dados fiquem publicamente visíveis para todos na rede blockchain. Desta forma, é possível garantir a confidencialidade dos dados. Portanto, é necessârio desenvolver uma arquitetura composta por seis componentes que são: usuârio, Dapp, MetaMask, Blockchain, IPFS e criptografia. O objetivo do trabalho é definir as ferramentas que serão utilizadas na implementação, bem como detalhar como foram realizadas as comunicações entre estes componentes. ;;Anulado;;DEISI281;;0;p5905;;p5905;0;
282;Identificação de Variâveis Abordando o Contexto de Notícias Falsas em Países de Língua Portuguesa (Fake News);"2022";;;"2022-10-07";"2022-10-07";Fake news é uma expressão muito utilizada atualmente, identificar vâriaveis para definir se uma informação é falsa ou não é um dos problemas generalizados sobre esta temâtica. Após a identificação, definir um modelo e protótipo de aplicação para inicialmente países de lingua portuguesa. Utilização de informação, dados e algoritmos são necessârios para definição de critérios, parâmetros e definições com base na idade, localização ou tipo de aplicação utilizada, são itens considerados.;;Publicado;;DEISI282;;1;p5906;;p5905;0;
283;Gerir  perfis de utilizadores com base em privacidade de dados para aplicativos IoT;"2022";;;"2022-10-07";"2022-10-07"; IoT pode ser vista de diversas perspectivas, dentre as quais, destacam-se as abordagens orientadas à Internet das coisas e ao conhecimento. Quanto à forma, basicamente, IoT pode ser dividida em suporte a humanos e suporte a aplicações comerciais e industriais. Portanto, se faz necessârio desenvolver aplicações capazes de gerir dados de utilizadores e dispositivos de acordo com regras e definições de privacidade de dados. Regras de perfil de acordo com ambiente, dispositivo ou variadas.  ;;Anulado;;DEISI283;;0;p5905;;p5905;0;
284;Comparação, uso e aplicação de algoritmos criptogrâficos em cloud computing;"2022";;;"2022-10-07";"2022-10-07";A computação em nuvem (Cloud Computing) estâ cada vez mais presente no cotidiano das pessoas, como na medicina, em redes elétricas inteligentes (Smart Grids). Com isto surge a necessidade de proteger os dados processados pelo dispositivos IoT contra e invasores. Um bom modo de resolver este problema é através de algoritmos criptogrâficos e otimizados.  Implementar, testar e comparar com objetivo de melhorias de segurança e desenpenho são necessârios para viabilizar soluções em Cloud Computing. ;;Anulado;;DEISI284;;0;p5905;;p5905;0;
286;Plataforma Lusofona Arduino;"2022";;;"2022-10-07";"2022-10-07";"Explorar o ambiente de progr/ do Arduino e adapta-lo para o ensino de disciplinas na faculdade e utilizacao em projetos TFC:
- Documentar o ambiente de desenvolvimento do Arduino
- Desenvolver varias templates de apoio aos projetos:
  1 - Input/Output - Botoes com ADC e encoder
  2 - Esquema de menus simples em LCD 2x16
  3 - Esquema de menus/submenus em LCD bitmap, com grafismos simples
  4 - Comunicacao/perifericos - UART, PWM, ADC e TIMERS
  5 - Aplicação de demonstracao: Motor Gira";;Publicado;;DEISI286;;1;p1059;;p1059;0;
287;Assistente Pessoal em Dispositivo Móvel;"2022";;;"2022-10-07";"2022-10-07";"Aplicação móvel usando uma plataforma de desenvolvimento standart, que pode ser uma ajuda a Pessoas com NE:
- Studio ou APP inventor
- Tecnologias: google speech e google recognition
- Usa BD/Listas
- Preparação râpida de cenârio em ficheiro simples de texto, que é carregado pela aplicação no arranque de modo a facilitar o manuseamento dos dados e desempenho.
- Log + learning
- Gestão de vârios cenârios
- Reprodução de audio mp3
Aplicação exemplo (fornecida pelo prof.)
";;Publicado;;DEISI287;;2;p1059;;p1059;0;
288;Organizador fotos em aplicação android;"2022";;;"2022-10-07";"2022-10-07";"- Facilitador de pesquisa para fotos no  dispositivo android.
- Execução intensiva em ""back ground"" usando as tecnologias disponíveis: reconhecimento facial e de lugares.
- Criação de BD local com as palavras chave parametrizaveis pelo utilizador com os links das fotos: nome dos sujeitos, locais, tipo de foto (paisagem, férias, restaurantes, lojas, etc...)
- informação da própria foto (data, etc.)
- Uso de OCR para extração de texto.
- Consulta local da BD";;Publicado;;DEISI288;;3;p1059;;p1059;0;
290;Aplicação web de venda de produtos fitness e controlo de stock;"2022";;;"2022-10-07";"2022-10-07";"O sistema a ser desenvolvido tem como objetivo final a venda de produtos fitness e a criação de um painel administrativo que permita a gestão de stock de produtos, faturas, adição de novos produtos, integração de um sistema de pagamentos, conceito de carrinho de compras, entre outras.

O sistema tem um cliente final que irâ supervisionar e suportar as funcionalidades a serem desenvolvidas.";85;Publicado;;DEISI290;;0;p5932;;p5932;0;
291;App4SHM - Aplicação móvel para deteção de danos em pontes;"2022";;;"2022-10-07";"2022-10-07";"A aplicação móvel App4SHM usa o acelerómetro para capturar as vibrações das pontes e, através de algoritmos de inteligência artificial perceber o risco de dano na ponte. A aplicação estâ atualmente desenvolvida em Android nativo mas pretende-se que seja multi-plataforma, pelo que serâ migrada para Flutter. Serão igualmente adicionadas novas funcionalidades. Isto é um trabalho feito em conjunto com o departamento de engenharia civil.
*Nota: Este trabalho jâ estâ atribuído* ";70;Publicado;;DEISI291;;0;p4997;;p4997;0;
292;Aplicação web para visita virtual e gestão de lojas de um centro comercial;"2022";;;"2022-10-07";"2022-10-07";"A aplicação web destina-se a ser uma landing page para o Centro Comercial Colina do Sol, permitindo uma visita virtual através do plugin de JavaScript - https://pchen66.github.io/Panolens/#Home ou Unity WebGL.
Além da visita, deve também conter um painel administrativo de gestão das lojas, informações das mesmas e um mapeamento do centro comercial.
";86;Publicado;;DEISI292;;6;p5932;;p5932;0;
293;Aplicação móvel para Parques de Campismo;"2022";Aceite;;"2022-10-07";"2022-10-07";"Aplicação móvel que permite consultar, comparar e reservar apartamentos/bungalows de parques de campismo em Portugal.

TFC previamente discutido com o orientador Pedro Alves.";10;Publicado;97;G293;;0;p4997;p4997;a22001936;0;
295;Aplicação MentHA CARE para cuidadores informais;"2022";;;"2022-10-07";"2022-10-07";No âmbito do projeto MentHA - Mental Health and Aging (https://mentha-digital.herokuapp.com/), o programa MentHA CARE é um programa psico-educativo para cuidadores de adultos mais velhos com demência. Pretende-se continuar o desenvolvimento da aplicação web desenvolvida em TFC anterior, integrando funcionalidades, acompanhando a sua utilização pelos parceiros (Cruz Vermelha Portuguesa, FamiliarMente,Elo Social,ASMAL,ADEB,GIRA) incluindo melhorias sugeridas. Co-orientação: Pedro M.Santos;87;Publicado;;DEISI295;;12;p6069;;p6069;0;
296;Aplicação MentHA para treino cognitivo;"2022";;;"2022-10-07";"2022-10-07";O projeto MentHA - Mental Health and Aging (https://mentha-digital.herokuapp.com/) visa o treino cognitivo de adultos mais velhos com demência. Pretende-se continuar o desenvolvimento das aplicações desenvolvidas em TFCs anteriores. O trabalho irâ consistir na integração de novas funcionalidades, acompanhamento da sua aplicação nos parceiros do projeto (Cruz Vermelha Portuguesa, FamiliarMente,Elo Social,ASMAL,ADEB,GIRA) e introdução de melhorias sugeridas. Co-orientação: Pedro M.Santos;88;Publicado;;DEISI296;;3;p6069;;p6069;0;
297;Aplicação para gestão de competições de wakeboard - frontend;"2022";;;"2022-10-07";"2022-10-07";Numa competição de wakeboard, os atletas são distribuídos de acordo com categorias e competem entre si em grupos. Os vencedores de cada grupo passam às fases seguintes até chegarem à final. Este trabalho irâ focar-se sobretudo no desenvolvimento do frontend para esta aplicação.;89;Publicado;;DEISI297;;0;p5403;;p5403;0;
298;PTR - Poomsae Tournament Refereeing;"2022";;;"2022-10-07";"2022-10-07";O Poomsae Jury Online é um website de arbitragem de Poomsae de Taekwondo. Este conecta os dispositivos dos 5 júris através de um código ao mesmo, onde é feita uma média da classificação dos júris para cada atleta de acordo com as regras da WT (World Taekwondo). A base de dados estaria dividida por categorias, tendo em cada uma os competidores e as suas classificações. Estas classificações estariam disponíveis numa tabela em tempo real numa outra pâgina acessível pelo público.;106;Publicado;;DEISI298;;1;p6115;;p6115;0;
299;Content Marketplace platform;"2022";;;"2022-10-07";"2022-10-07";"Lançamento de Prototipo desenvolvido em TFCs de anos anteriores (2019 - anâlise de requisitos; 2020 - prototipagem) de plataforma de gestão entre jornalistas, redatores e outros produtores de conteúdos (artigos, casos de sucesso, datasheets, etc.) e empresas de TI que necessitam de garantir a disponibilização de conteúdos sobre as suas temâticas, produtos ou serviços. Funcionalidades futuras: disseminar conteúdo de redes sociais ser aprovado, disseminar diretamente em vârias redes sociais.";67;Publicado;;DEISI299;;0;p3113;;p3113;0;
300;BestRide ;"2022";;;"2022-10-07";"2022-10-07";"Desenvolvimento de servicos de gestão de plataforma de Gestão de Tuk Tuk. Conceitos: 
1- Um turista pode escolher roteiros de viagens
2- Um condutor de tuk tuk define roteiros, recebe pagamentos
3- Plataforma retém fee de comissão
4- Plataforma Web de gestão de turistas e condutores
";53;Publicado;;DEISI300;;0;p3113;;p3113;0;
301;Plataforma de Monitorização de Impressoras 3D de Construção de Casas;"2022";;;"2022-10-07";"2022-10-07";Plataforma de gestão e monitorização de IoT de Impressoras 3D de construção de casas, usando sensores e arduinos. Projeto no âmbito de parceria com empresa Youcoders, no âmbito do Seed Funding da Universidade Lusófona;55;Publicado;;DEISI301;;1;p3113;;p3113;0;
302;Robot Process Automation - Componente 1;"2022";;;"2022-10-07";"2022-10-07";Desenvolvimento de protótipos de tecnologia UiPath, no âmbito do CGI Lab em instalação na Universidade Lusófona e na PLAY.;90;Publicado;;DEISI302;;0;p3113;;p3113;0;
303;Robot Process Automation - Componente 2;"2022";;;"2022-10-07";"2022-10-07";Desenvolvimento de protótipos de tecnologia UiPath, no âmbito do CGI Lab em instalação na Universidade Lusófona e na PLAY.;90;Publicado;;DEISI303;;0;p3113;;p3113;0;
304;Buddy abroad ;"2022";;;"2022-10-07";"2022-10-07";"Fusão de Tinder +Uber para Guias Turisticos
Desenvolvimento de interface app mobile e Web de Gestão de plataforma para a criação de novo modelo de guias turísticos. Conceitos: 
1- qualquer um pode ser guia turistico, tal como qualquer um pode conduzir um taxi para a Uber; 
2- fundamental fazer o match entre os desejos de visita de um turista com o perfil adequado de conhecimentos turísticos do guia, tal como o Tinder faz a junção de pessoas com os mesmos gostos";53;Anulado;;DEISI304;;0;p3113;;p3113;0;
305;Plataforma de Solução de Cibersegurança SIEM baseada em Open Source;"2022";;;"2022-10-07";"2022-10-07";Desenvolvimento e integração de plataformas de cibersegurança num único ambiente integrado, de suporte à deteção de eventos empresariais (redes, aplicações, autenticações, darkweb) baseado em tecnologias open source, que possam garantir uma solução única de serviço a uma empresa.;91;Publicado;;DEISI305;;0;p3113;;p3113;0;
306;APP Mobile de dispensârio Plantas Medicinais;"2022";Aceite;;"2022-10-07";"2022-10-07";"Desenvolvimento de uma APP mobile em Android e IOS com informação sobre as indicações das plantas medicinais para a saúde e bem-estar. A APP terâ duas vertentes: 1) front-office que permite a consulta de dados de  Fitoquímica, Fitoterapia e Dispensârio das plantas medicinais, e benefícios para a saúde (validados pela EMA-UE); 2) back-office que permite gerir esses conteúdos. E uma interface segura. Critérios de pesquisa : a)  nome  da planta ;b) beneficio/risco procurado.
";92;Publicado;;Empresa306;;0;p5617;p5617;emp92;0;
307;Sistema para Monitorização de Plantas - Frontend e Backend;"2022";;;"2022-10-07";"2022-10-07";Diversas aplicações têm surgido no âmbito da internet das coisas e no que toca à componente de monitorização do mundo que nos rodeia tal não é excepção. Neste projecto pretende-se implementar uma monitorização de plantas a partir de frontend com backend.;;Publicado;;DEISI307;;0;p6115;;p6115;0;
308;ULHT PresCheck - Back-End;"2022";;;"2022-10-07";"2022-10-07";Reconhecendo a dificuldade que os professores possuem atualmente para validar a lista de presenças nas aulas, recorrendo a planilhas e formas próprias de fazer este trabalho, queremos uma solução universal que, com a ajuda de Arduino e outras tecnologias, permita aos professores da faculdade obter a lista dos números dos alunos presentes. Aqui serâ implementado o servidor, base de dados e APIs para gerir a comunicação com os Arduinos e com o front-end.;;Publicado;;DEISI308;;0;p6115;;p6115;0;
309;ULHT PresCheck - Front-End;"2022";;;"2022-10-07";"2022-10-07";Reconhecendo a dificuldade que os professores possuem atualmente para validar a lista de presenças nas aulas, recorrendo a planilhas e formas próprias de fazer este trabalho, queremos uma solução universal que, com a ajuda de Arduino e outras tecnologias, permita aos professores da faculdade obter a lista dos números dos alunos presentes. Aqui serâ implementado o front-end com base visual e uso de dados do back-end.;;Publicado;;DEISI309;;0;p6115;;p6115;0;
310;SPAutores - Portal de Licenciamento;"2022";Aceite;;"2022-10-07";"2022-10-07";Projecto Full Stack web (NodeJS + React) com o objectivo de criar um plataforma para as entidades inscritas na Sociedade Portuguesa de Autores gerirem o licenciamento dos seus estabelecimentos. O projecto incluiria criar um RESTful API em NodeJS utilizando o framework Express e um frontend em React. A plataforma permitiria às entidades visualizar informações relativas aos seus estabelecimentos, licenças activas, por pagar/pagas bem como dar opção de efectuar o pagamento directo das pendentes.;93;Publicado;;Empresa310;;0;p6255;p6255;emp93;0;
311;SPA - Portal de licenciamento;"2022";Recusado;;"2022-10-07";"2022-10-07";Projecto Full Stack web (NodeJS + React) com o objectivo de criar um plataforma para as entidades inscritas na Sociedade Portuguesa de Autores gerirem o licenciamento dos seus estabelecimentos. O projecto incluiria criar um RESTful API em NodeJS utilizando o framework Express e um frontend em React. A plataforma permitiria às entidades visualizar informações relativas aos seus estabelecimentos, licenças activas, por pagar/pagas bem como dar opção de efectuar o pagamento directo das pendentes.;93;Recusado;;Empresa311;duplicado do tema 310;0;p2703;p2703;emp93;0;
312;Site Trampolins Clube de Leiria;"2022";Recusado;;"2022-10-07";"2022-10-07";"Pretendo fazer o site do clube onde o meu filho pratica ginâstica de trampolins, em Leiria. 
Terâ conteúdo e Informação disponível para consulta dos utilizadores.
Permitir inserir dados para inscrição de ginastas.
Implementar uma ârea reservada para planificação de treinos adaptada â realidade do clube.
Impressão dos treinos em PDF por atleta.
Lista de ginasta por escalões.  
";94;Recusado;;Aluno312;"Trabalho não validado pelo orientador proposto
o Tema pode ser submetido novamente indicando novo orientador, mas deve-se obter a aprovação do mesmo antes de propor ";0;p6069;p6069;a20065449;0;
313;ABzz - Plataforma de Modelo Vida Saudàvel;"2022";;;"2022-10-07";"2022-10-07";"Projeto de desenvolvimento de prototipo de plataforma de Vida Saudàvel de reservas de eventos, restaurantes e outros.
Objetivo de criação de ecossistema alternativo.
Plataforma Mobile App e Web.";95;Publicado;;DEISI313;;0;p3113;;p3113;0;
314;Aplicação para gestão de competições de wakeboard - backend + frontend PWA	;"2022";;;"2022-10-07";"2022-10-07";Numa competição de wakeboard, os atletas são distribuídos de acordo com categorias e competem entre si em grupos. Os vencedores de cada grupo passam às fases seguintes até chegarem à final. Este trabalho irâ focar-se no desenvolvimento do backend e no módulo PWA (frontend) para inserção das avaliações dos juízes. ;;Publicado;;DEISI314;;0;p5403;;p5403;0;
315;Debugger de software de satélites ;"2022";;;"10/07/2023";"2022-10-07";"Presentemente o software que corre num satélite encontra-se a ser executado em cima de sistema operativos 
própios que garantem um proteção contra vârios erros.
Hoje em dia a depuração de erros neste sistemas operativos é feita de forma simples e limitada em linha de comando.
Neste TFC o aluno, ira criar uma GUI desse debugger e adicionando funcionalidades de debugging no sistema operativo para ele ser mais avançado. ";;A Aguardar Atribuição;;DEISI315;;2;p6902;;p6902;0;
316;Plataforma de voto com aplicação de blockchain e criptografia.;"2022";;;"2022-10-07";"2022-10-07";"Desenvolver uma plataforma de voto que torne possível o ato de votar mais simples e ecológico, seja de forma mobile ou nas urnas presencialmente. Mais seguro em relação aos dados com a implementação de criptografia e blockchain.

";;Publicado;;DEISI316;;0;p5905;;p5905;0;
317;Plugin DP para alunos - v2;"2022";;;"2022-10-07";"2022-10-07";"Pretende-se melhorar um plugin que permite aos alunos interagir com o sistema Drop Project directamente a partir do IDE IntelliJ.

Este projecto jâ estâ atribuído ao aluno BERNARDO BALTAZAR.";;Publicado;;DEISI317;;0;p4453;;p4453;0;
318;Sistema para Monitorização de Edifícios;"2022";;;"2022-10-07";"2022-10-07";Neste projecto pretende-se implementar um sistema de monitorização de edifícios usando uma rede Zigbee. Realizar-se-â a medição da temperatura, humidade relativa, luminosidade, nível de gâs, detecção de presença e detecção de inundação através dos respectivos sensores e envio para a plataforma de visualização (PC) com periodicidade pré-definida ou instantânea (quando seleccionado o botão/comando para actualização das medições).;;Publicado;;DEISI318;;0;p5782;;p5782;0;
319;AutoMecom Website (Oficina de Reparação de Automóveis);"2022";Aceite;;"2022-10-07";"2022-10-07";Este projeto consiste no desenvolvimento de um website para uma empresa de reparação de automóveis. Tendo como objetivo principal fornecer â empresa uma plataforma online que permita dar a conhecer aos clientes e âs pessoas que a procuram a empresa e o seu trabalho. Também terâ um papel fundamental na ajuda de produtividade e organização da mesma permitindo serem efetuadas marcações pelo website. Irâ também abranger outras âreas de trabalho e comércio contendo uma secção de venda de produtos.;96;Publicado;;Empresa319;;0;p5932;p5932;emp96;0;
320;AutoMecom Website (Oficina de Reparação de Automóveis);"2022";Recusado;;"2022-10-07";"2022-10-07";Este projeto consiste no desenvolvimento de um website para uma empresa de reparação de automóveis. Tendo como objetivo principal fornecer â empresa uma plataforma online que permita dar a conhecer aos clientes e âs pessoas que a procuram a empresa e o seu trabalho. Também terâ um papel fundamental na ajuda de produtividade e organização da mesma permitindo serem efetuadas marcações pelo website. Irâ também abranger outras âreas de trabalho e comércio contendo uma secção de venda de produtos. ;96;Publicado;;Empresa320;duplicado tema 319;2;p2703;p2703;emp96;0;
321;Monitorização de viaturas de emergência médica;"2022";;;"2022-10-07";"2022-10-07";Após a chamada para o 112, é dado o despacho de um meio para auxiliar essa vítima. O tempo que a vítima aguarda por auxílio é fundamental para recuperação da vítima. Neste projeto pretende-se apresentar a localização, em mapa, das viaturas e vítimas assim como a sugestão do caminho ótimo que deverâ ser percorrido. Co-orientação: Iolanda Velho;97;Publicado;;DEISI321;;5;p6301;;p6301;0;
322;Plataforma de gestão para uma  lavandaria e engomadoria;"2022";Recusado;;"2022-10-07";"2022-10-07";"Eu  tenho duas lojas destas e pretendemos criar uma plataforma que ajude a fazer a gestão da parte de engomadoria e também para gerir as mâquinas de lavar e secar.
Pretendemos que a plataforma nos diga a disponibilidade das mâquinas (se estão a ser utilizadas ou não.), queremos fazer uma ârea onde trabalhadores podem logar as suas entradas e saídas, gerir as peças que entram para a engomadoria, estatísticas de quantas peças cada funcionârio passa por dia.";98;Recusado;108;G322;Tema substituido;0;p5617;p5617;a22004314;0;
323;WebApp em Django ;"2022";Aceite;;"2022-10-07";"2022-10-07";Realização de uma aplicação web em Django dedicada a uma  empresa de serralharia com o objectivo de facilitar o processo de encomenda de produtos e gestão de orçamentos, onde o cliente poderia modelar os seus produtos verificar catâlogos e fazer pedidos de orçamentos e onde a empresa podia alterar catâlogos, entrar em contacto com cliente, verificar as encomendas, gerir os orçamentos entre outras funcionalidades ainda por discutir.;10;Publicado;;Aluno323;;0;p2703;p2703;a21502898;0;
324;Automação de testes para Robotic Process Automation;"2022";;;"2022-10-07";"2022-10-07";"Desenvolvimento de uma solução para automação de testes de Robotic Process Automation (RPA).
O objetivo é testar as peças de software desenvolvidas com a finalidade de verificar se cumprem com os requisitos pré-determinados para o seu desenvolvimento, validar a sua qualidade para permitir a passagem a produção.
Numa fase produtiva controlar a execução dos RPA no dia-a-dia.";90;Publicado;;DEISI324;;0;p6255;;p6255;0;
326;Dashboard de mobilidade;"2022";;;"2022-10-07";"2022-10-07";Desenvolver uma aplicação web que apresente um dashboard de mobilidade na ârea dos transportes públicos, permitindo a visualização de dados sobre mobilidade. Envolverâ interação com base de dados, e utilização de ferramentas de ciências de dados para processamento e criação de resultados e criação de grâficos. Co-orientadora: Prof. Iolanda Velho;;Publicado;;DEISI326;;5;p6069;;p6069;0;
327;Uber de transporte de mercadorias;"2022";;;"2022-10-07";"2022-10-07";Pretende-se a criação de uma aplicação mobile que permita a contratação temporâria de transportadores de mercadorias para trabalhos exporâdicos ao estilo Uber.;;Publicado;;DEISI327;;0;p5932;;p5932;0;
328;Gestão de propostas e orçamentos;"2022";Recusado;;"2022-10-07";"2022-10-07";"Este TFC tem como objetivo automatizar e facilitar a criação de propostas/orçamentos, estas terão de estar guardadas para futuras edições.
O layout destas propostas/orçamentos terâ de ser facilmente manipulâvel por parte do utilizador.
Esta  ferramenta serâ também modular para facilmente se adaptar a qualquer tipo de negócio e para facilitar a sua manutenção. 
Manipulação de bases de dados serâ algo essencial para fazer a gestão das propostas, clientes e materiais/equipamentos.";99;Recusado;113;G328;Alunos jâ têm outro tema atribuído;0;p2703;p2703;a22007560;0;
329;Therapist Screen;"2022";;;"2022-10-07";"2022-10-07";The Therapist Screen is a component for a therapy application in VR using the Unity game engine. It will allow the creation of user profiles and saving player metrics and settings on these profiles. Alongside this system, the student will develop an interface that is to be displayed in the moderating therapistâ€™s screen, where they will be able to access player metrics and edit game settings - with these values being saved to the player profile currently in session.;102;A Aguardar Atribuição;;DEISI329;;0;p5441;;p5441;0;
330;Aplicação de Machine Learning para apoio à decisão na gestão hospitalar;"2022";;;"2022-10-07";"2022-10-07";"O Centro de Medicina de Reabilitação de Alcoitão, referência de Excelência internacional, lida com questões generalizadas quanto à gestão de recursos. A anâlise de dados é crucial para apoiar na decisão e optimização destes.
O aluno, neste projecto, deve tratar e avaliar os dados de forma a desenvolver um modelo que prevê a procura dos serviços de internamento e/ou ambulatório. Com os resultados, pretende-se melhorar a resposta do atendimento ao utente. Co-orientação da Prof. Maria Silva.
";100;Publicado;;DEISI330;;0;p6949;;p6949;0;
331; Aplicação móvel para tele-reabilitação de pacientes com dificuldades motoras/neurológicas;"2022";;;"2022-10-07";"2022-10-07";"Em estreita colaboração com o Centro de Medicina de Reabilitação de Alcoitão (Santa Casa da Misericórdia de Lisboa), pretende-se desenvolver uma aplicação móvel que permita a pacientes com dificuldades motoras e/ou neurológicas realizar exercícios de reabilitação em casa, com acompanhamento remoto do corpo clínico. Inclui recolha de informação da evolução do paciente que serâ guardada numa Base de Dados para posterior anâlise estatística. Este trabalho serâ co-orientado pelo Prof. Pedro Alves.
";100;Publicado;;DEISI331;;3;p6476;;p6476;0;
332;Sensores de Temperatura para HACCP;"2022";Aceite;;"2022-10-07";"2022-10-07";"Tem como objetivo o registo de temperaturas obrigatórias das  para o HACCP de forma automatizada.
O registo serâ feito e medido com sensores de Arduino e guardados numa base de dados.
A sua consulta serâ feita através de uma pâgina web. 
O sistema deverâ permitir enviar alertas caso haja, por exemplo, temperaturas fora dos parâmetros definidos.
 ";10;Publicado;;Aluno332;;1;p1059;p1059;a20065449;0;
333;CVTool - Front end;"2022";;;"2022-10-07";"2022-10-07";"Solução permite registar de forma manual toda a informação de um CV.
A informação deve ser estruturada e otimizada de forma a permitir buscas por critérios tão diferentes como experiência, competências, certificados, etc. De seguida pretende-se que ao receber um CV o mesmo possa ser processado automaticamente 
Funcionalmente além das buscas, dashboards sobre os perfis guardados, trabalhar dados guardados a geração de um CV com base num formato/template pré-definido.";90;Publicado;;DEISI333;;0;p6255;;p6255;0;
334;CVTool - Back-end;"2022";;;"2022-10-07";"2022-10-07";"Solução permite registar de forma manual toda a informação de um CV.
A informação deve ser estruturada e otimizada de forma a permitir buscas por critérios tão diferentes como experiência, competências, certificados, etc. De seguida pretende-se que ao receber um CV o mesmo possa ser processado automaticamente 
Funcionalmente além das buscas, dashboards sobre os perfis guardados, trabalhar dados guardados a geração de um CV com base num formato/template pré-definido.";90;Publicado;;DEISI334;;0;p6255;;p6255;0;
335;CGI Ambassadors;"2022";;;"2022-10-07";"2022-10-07";"Solução que permita interligar embaixadores de organizações, e que em função de iniciativas e objetivos permita recompensar os mesmos através de pontos e aplicar conceitos de gamificação. Eventos que geram pontos que têm de ter aprovação.
Os rankings deverão poder ser vistos por curso, ano, universidade ou global. A solução deverâ também permitir atribuir desafios específicos aos embaixadores, dependendo da universidade, curso ou ano ou serem gerais para todos os embaixadores.  ";90;Publicado;;DEISI335;;1;p6255;;p6255;0;
336;CVTool - CV Capture data;"2022";;;"2022-10-07";"2022-10-07";"Solução permite transformar toda a informação de um CV, de uma estruturada e otimizada e integrar a solução de registo e pesquisa de  CVs.
Funcionalmente além das buscas, dashboards sobre os perfis guardados, trabalhar dados guardados a geração de um CV com base num formato/template pré-definido.";90;Publicado;;DEISI336;;0;p6255;;p6255;0;
337;One to One Spatial Translation vs Constrained Spaces: A study in locomotion and Cybersickness;"2022";;;"2022-10-07";"2022-10-07";One of the biggest challenges in VR is the conflict between the sense of movement and the lack thereof, leading to cybersickness and its symptoms (headaches, nausea, vertigo, or eyestrain). This work aims to compare this phenomenon to a one-to-one representation of the spatial navigation map, where the virtual space is directly mapped to the physical space. The goal is to observe if the physical movement can mitigate cybersickness or if other factors are at play (e.g., sampling rate or FoV).;101;Publicado;;DEISI337;;1;p5441;;p5441;0;
